,carat,cut,color,clarity,depth,table,price,x,y,z
4743,0.73,Very Good,E,VS2,63.1,55.0,3066,5.77,5.71,3.62
4744,1.02,Ideal,H,VVS2,62.0,56.0,6613,6.42,6.45,3.99
4745,0.31,Premium,D,VS2,62.6,59.0,942,4.33,4.3,2.7
4746,0.8,Good,F,SI1,63.8,59.0,2941,5.83,5.87,3.73
4747,1.13,Ideal,I,SI1,61.9,57.0,5149,6.68,6.66,4.13
4748,0.92,Premium,E,SI1,62.1,58.0,4482,6.22,6.15,3.84
4749,1.01,Premium,E,VS2,60.4,58.0,6787,6.51,6.47,3.92
4750,1.14,Premium,D,SI1,58.9,59.0,6256,6.84,6.78,4.01
4751,0.4,Premium,D,SI1,61.6,58.0,772,4.69,4.73,2.9
4752,1.69,Premium,I,I1,62.4,60.0,6436,7.59,7.56,4.73
4753,0.43,Ideal,F,VVS1,62.3,55.0,1422,4.88,4.85,3.03
4754,0.55,Ideal,H,SI1,62.2,54.0,1084,5.24,5.28,3.27
4755,0.53,Ideal,G,VVS2,60.0,57.0,1865,5.27,5.29,3.17
4756,1.01,Ideal,H,SI1,62.1,59.0,5189,6.38,6.43,3.98
4757,0.82,Ideal,F,SI1,61.7,56.0,3810,6.01,6.06,3.72
4758,0.32,Ideal,F,VS2,62.5,56.0,645,4.36,4.38,2.73
4759,0.76,Ideal,G,VVS2,62.0,56.0,3927,5.86,5.88,3.64
4760,0.71,Very Good,G,SI1,61.6,61.0,2515,5.7,5.72,3.52
4761,1.55,Very Good,D,SI2,58.9,57.0,11284,7.59,7.63,4.48
4762,0.7,Good,H,VVS2,63.8,57.0,2657,5.61,5.51,3.55
4763,0.73,Ideal,G,VVS2,62.2,55.0,3183,5.74,5.77,3.58
4764,0.35,Good,G,VS1,58.6,60.5,721,4.62,4.68,2.72
4765,0.71,Ideal,F,VS2,61.2,56.0,2891,5.73,5.77,3.52
4766,0.32,Very Good,G,VVS2,61.9,57.0,672,4.39,4.41,2.73
4767,1.51,Very Good,E,VS2,62.4,58.0,13623,7.26,7.33,4.55
4768,1.21,Premium,J,VVS1,61.3,59.0,5893,6.81,6.86,4.19
4769,0.33,Ideal,D,SI2,61.3,56.0,492,4.45,4.49,2.74
4770,2.57,Premium,E,SI2,61.3,60.0,17116,8.82,8.73,5.38
4771,1.55,Premium,G,VS2,60.5,60.0,10499,7.49,7.46,4.52
4772,1.21,Ideal,I,VS1,61.5,58.0,6691,6.84,6.88,4.22
4773,0.54,Ideal,G,VVS1,62.2,56.0,2236,5.22,5.2,3.24
4774,1.42,Premium,F,VS1,58.4,59.0,10338,7.36,7.32,4.29
4775,2.24,Premium,H,SI2,61.8,58.0,10913,8.41,8.34,5.18
4776,2.52,Very Good,G,SI2,63.2,58.0,17689,8.65,8.61,5.45
4777,0.43,Premium,H,SI1,60.2,57.0,919,4.93,4.91,2.96
4778,0.3,Good,H,VS1,63.3,56.0,526,4.26,4.3,2.71
4779,1.0,Very Good,F,VS2,63.2,59.0,6296,6.35,6.3,4.0
4780,0.9,Premium,E,SI1,60.3,56.0,4209,6.29,6.21,3.77
4781,1.76,Very Good,G,VVS2,61.1,59.0,17888,7.81,7.9,4.8
4782,0.36,Ideal,E,VS1,61.8,56.0,1094,4.6,4.56,2.83
4783,1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09
4784,1.54,Ideal,I,VS1,61.5,56.0,11651,7.42,7.47,4.58
4785,2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15
4786,0.91,Good,H,SI1,63.8,60.0,3520,6.0,6.16,3.88
4787,0.3,Ideal,E,VVS2,60.2,57.0,1013,4.4,4.37,2.64
4788,0.7,Very Good,I,VVS1,62.9,58.0,2513,5.65,5.67,3.56
4789,0.54,Ideal,G,VVS1,61.3,56.0,2087,5.28,5.23,3.22
4790,0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52
4791,0.41,Ideal,G,VVS1,61.8,55.0,1151,4.76,4.78,2.95
4792,0.91,Premium,F,SI2,58.2,61.0,3746,6.58,6.41,3.77
4793,0.38,Ideal,D,VS1,62.2,57.0,1067,4.63,4.66,2.89
4794,0.9,Very Good,D,SI2,62.5,55.0,4946,6.16,6.2,3.86
4795,1.01,Premium,I,SI1,62.7,58.0,3337,6.4,6.33,3.99
4796,1.0,Fair,G,SI1,68.2,60.0,3833,6.02,5.94,4.08
4797,0.73,Ideal,E,VVS2,62.0,57.0,3780,5.73,5.79,3.57
4798,0.91,Very Good,D,VS1,62.5,56.0,5597,6.14,6.18,3.85
4799,0.78,Good,G,SI2,57.9,63.0,1720,6.05,6.0,3.49
4800,0.34,Premium,I,VS1,59.5,59.0,689,4.59,4.55,2.72
4801,2.14,Ideal,I,SI2,60.7,57.0,14267,8.4,8.34,5.08
4802,1.0,Good,D,SI2,64.0,54.0,3304,6.29,6.24,4.01
4803,0.3,Ideal,G,VS1,62.4,57.0,624,4.3,4.32,2.69
4804,0.41,Ideal,H,VS2,61.7,56.0,1163,4.77,4.79,2.95
4805,0.42,Ideal,F,SI1,62.0,57.0,773,4.81,4.83,2.99
4806,1.75,Very Good,J,VS1,61.5,59.0,10681,7.75,7.83,4.79
4807,0.9,Very Good,G,VVS1,63.3,58.0,4697,6.05,6.14,3.86
4808,0.51,Good,G,SI1,63.7,55.0,1259,5.1,5.07,3.24
4809,0.5,Good,E,VS1,61.1,58.2,1932,5.08,5.12,3.11
4810,1.04,Ideal,I,SI1,62.2,56.0,4484,6.51,6.47,4.04
4811,0.56,Very Good,D,VS2,62.8,57.0,1963,5.25,5.29,3.31
4812,0.91,Ideal,G,SI1,61.8,57.0,4049,6.16,6.2,3.82
4813,0.32,Good,E,SI1,63.4,55.0,561,4.35,4.36,2.76
4814,0.3,Premium,D,VS2,60.4,59.0,911,4.35,4.32,2.62
4815,0.51,Very Good,G,VVS2,63.5,55.0,1842,5.09,5.05,3.22
4816,0.38,Ideal,I,SI1,61.9,54.0,593,4.64,4.67,2.88
4817,0.35,Premium,D,VS2,62.0,58.0,829,4.54,4.56,2.82
4818,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
4819,0.32,Ideal,F,VVS1,61.6,55.0,854,4.4,4.43,2.72
4820,0.36,Ideal,H,VS2,61.0,55.0,587,4.59,4.62,2.81
4821,0.82,Very Good,G,SI2,63.4,55.0,2232,5.96,5.93,3.77
4822,0.74,Ideal,I,VS1,60.8,57.0,2557,5.86,5.88,3.57
4823,0.71,Premium,J,SI2,61.8,54.0,1305,5.74,5.7,3.53
4824,0.28,Very Good,I,VS2,61.9,57.0,379,4.16,4.19,2.58
4825,1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94
4826,0.33,Premium,I,VS2,62.6,58.0,594,4.42,4.34,2.74
4827,0.7,Very Good,G,SI1,60.7,58.0,2074,5.7,5.73,3.47
4828,0.66,Good,G,VS1,59.0,62.0,2055,5.66,5.72,3.35
4829,1.51,Ideal,G,VS2,62.2,57.0,12947,7.28,7.36,4.55
4830,0.71,Ideal,E,VS2,61.6,56.0,3553,5.73,5.77,3.54
4831,1.01,Ideal,D,VVS2,61.7,57.0,10761,6.43,6.47,3.98
4832,0.61,Very Good,D,VS2,61.5,57.0,2266,5.45,5.48,3.36
4833,0.43,Good,D,SI1,63.8,55.0,993,4.8,4.79,3.06
4834,0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87
4835,1.54,Very Good,H,VS2,62.1,62.0,11527,7.31,7.38,4.56
4836,0.41,Ideal,D,SI2,62.6,55.0,876,4.8,4.76,2.99
4837,0.32,Premium,D,SI1,60.2,58.0,589,4.4,4.43,2.66
4838,0.55,Ideal,G,VS1,60.9,55.0,1881,5.32,5.29,3.23
4839,0.9,Good,D,SI2,63.5,62.0,3425,6.09,6.13,3.88
4840,0.52,Very Good,E,SI1,62.8,57.0,1369,5.09,5.13,3.21
4841,0.72,Very Good,J,SI1,63.0,57.0,1966,5.69,5.74,3.6
4842,0.9,Fair,H,VS2,65.6,55.0,3375,6.01,5.97,3.93
4843,0.34,Very Good,H,VVS1,62.9,57.0,775,4.44,4.47,2.8
4844,0.42,Ideal,H,VS1,61.2,57.0,1048,4.87,4.8,2.96
4845,0.46,Good,E,VVS2,60.7,62.0,1778,4.97,5.01,3.03
4846,1.4,Ideal,G,VS2,61.7,56.0,10311,7.2,7.25,4.46
4847,0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78
4848,2.25,Premium,I,SI1,60.1,60.0,18034,8.55,8.51,5.13
4849,0.73,Ideal,D,VS2,61.9,56.0,3255,5.76,5.81,3.58
4850,0.51,Good,F,SI1,64.2,59.0,1406,5.04,5.02,3.23
4851,1.21,Ideal,H,SI1,61.1,57.0,6180,6.91,6.83,4.2
4852,0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83
4853,1.01,Very Good,J,SI1,62.9,56.0,3749,6.35,6.4,4.01
4854,0.41,Very Good,H,IF,62.9,54.0,1187,4.71,4.74,2.97
4855,0.73,Very Good,J,VS2,62.7,57.0,2101,5.71,5.74,3.59
4856,1.07,Premium,D,VS2,62.4,57.0,7550,6.59,6.51,4.09
4857,0.3,Ideal,I,VS1,62.0,57.0,457,4.26,4.29,2.65
4858,0.54,Very Good,H,SI2,62.7,59.0,1099,5.17,5.2,3.25
4859,0.41,Very Good,E,SI1,61.4,56.0,755,4.77,4.81,2.94
4860,1.01,Ideal,E,VS1,61.5,57.0,7589,6.44,6.47,3.97
4861,0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
4862,1.1,Ideal,D,VVS2,62.0,57.0,11233,6.62,6.57,4.09
4863,0.38,Premium,G,VS2,60.4,57.0,983,4.7,4.67,2.83
4864,0.32,Ideal,F,VS1,61.9,56.0,702,4.35,4.4,2.71
4865,0.31,Ideal,G,VS2,61.7,57.0,698,4.36,4.33,2.68
4866,1.26,Ideal,F,VVS1,61.1,57.0,15247,6.96,6.98,4.26
4867,0.31,Ideal,E,VS1,62.0,55.0,800,4.35,4.38,2.7
4868,0.4,Ideal,F,VVS1,61.5,56.0,1128,4.73,4.77,2.92
4869,0.32,Ideal,D,VVS1,61.8,56.0,1140,4.41,4.39,2.72
4870,1.51,Good,D,SI1,64.9,60.0,11087,7.14,7.2,4.65
4871,0.54,Premium,F,VS2,61.8,58.0,1662,5.22,5.29,3.25
4872,0.5,Ideal,H,IF,61.0,56.0,1923,5.15,5.17,3.15
4873,2.01,Good,F,SI2,58.1,64.0,16231,8.23,8.19,4.77
4874,0.56,Premium,D,VS2,61.1,58.0,1963,5.3,5.34,3.25
4875,1.54,Very Good,G,VS1,63.4,57.0,14433,7.28,7.36,4.64
4876,0.73,Fair,I,VVS2,64.4,59.0,2351,5.65,5.62,3.63
4877,1.0,Ideal,G,SI1,63.0,55.0,5096,6.42,6.41,4.04
4878,1.56,Very Good,I,SI1,61.3,57.0,9494,7.48,7.54,4.6
4879,1.01,Premium,H,VS2,62.6,60.0,4745,6.39,6.36,3.99
4880,1.64,Premium,J,SI2,63.0,58.0,5624,7.54,7.49,4.74
4881,0.32,Premium,H,VS2,61.0,60.0,505,4.35,4.41,2.67
4882,1.05,Ideal,F,SI2,61.9,56.0,5347,6.48,6.5,4.02
4883,1.13,Premium,I,VS2,62.4,59.0,4964,6.63,6.58,4.12
4884,1.07,Good,E,SI2,60.0,62.0,4453,6.57,6.62,3.96
4885,0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
4886,0.58,Very Good,J,VS2,62.8,57.0,1090,5.28,5.33,3.33
4887,0.42,Very Good,G,SI1,62.9,54.0,737,4.79,4.81,3.02
4888,1.23,Ideal,H,SI1,62.3,57.0,6046,6.89,6.85,4.28
4889,1.01,Good,G,SI1,62.2,65.0,3871,6.34,6.3,3.93
4890,0.41,Premium,H,SI1,61.7,60.0,683,4.71,4.75,2.92
4891,1.04,Ideal,G,VVS1,62.5,55.0,8268,6.54,6.45,4.06
4892,0.53,Premium,F,SI2,62.5,57.0,1242,5.17,5.11,3.21
4893,1.13,Very Good,F,SI1,61.0,58.0,5017,6.69,6.75,4.1
4894,1.01,Very Good,D,VS2,62.8,57.0,7278,6.33,6.4,4.0
4895,0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93
4896,0.59,Very Good,H,VS1,62.1,55.0,1757,5.37,5.41,3.35
4897,0.51,Very Good,D,SI2,61.5,59.0,1108,5.07,5.14,3.14
4898,1.08,Premium,H,VS1,58.6,60.0,5818,6.84,6.78,3.99
4899,0.3,Premium,H,VS1,61.0,58.0,526,4.28,4.31,2.62
4900,0.3,Ideal,H,SI1,61.9,57.0,450,4.3,4.32,2.67
4901,0.43,Ideal,H,VS1,62.3,57.0,868,4.81,4.84,3.0
4902,0.44,Ideal,E,VVS1,61.1,56.0,1924,4.91,4.94,3.01
4903,2.01,Ideal,I,SI2,62.1,55.0,12349,8.12,8.08,5.03
4904,0.63,Ideal,H,VS2,62.1,54.0,1641,5.51,5.54,3.43
4905,2.03,Premium,G,I1,61.1,58.0,6377,8.11,8.06,4.94
4906,1.02,Ideal,G,VVS2,61.8,56.0,9286,6.42,6.46,3.98
4907,1.76,Ideal,H,SI1,62.2,56.0,9974,7.73,7.7,4.8
4908,0.31,Ideal,I,VS2,61.6,55.0,452,4.37,4.4,2.7
4909,0.37,Ideal,J,VS1,62.4,55.0,487,4.59,4.64,2.88
4910,0.59,Very Good,E,VS2,60.6,60.0,2094,5.44,5.49,3.31
4911,1.2,Ideal,J,SI1,62.5,55.0,4536,6.84,6.79,4.26
4912,1.01,Premium,G,VS1,60.7,58.0,6932,6.49,6.52,3.95
4913,1.26,Ideal,G,VVS2,60.7,56.0,10367,7.03,7.05,4.27
4914,0.7,Good,F,SI2,64.1,55.0,1851,5.58,5.52,3.56
4915,0.23,Very Good,E,VVS2,60.7,58.0,498,3.96,4.01,2.42
4916,0.45,Very Good,G,SI2,59.7,61.0,764,4.95,5.0,2.97
4917,0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62
4918,0.54,Ideal,D,VS1,62.1,57.0,2004,5.19,5.22,3.23
4919,1.51,Very Good,E,SI2,61.1,60.0,9343,7.27,7.37,4.47
4920,0.51,Very Good,F,VS2,62.0,58.0,1601,5.08,5.11,3.16
4921,1.01,Premium,I,SI2,62.9,58.0,3461,6.34,6.31,3.98
4922,1.01,Very Good,G,VVS2,63.0,61.0,7528,6.34,6.36,4.0
4923,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21
4924,1.01,Good,H,SI1,63.7,56.0,4610,6.34,6.33,4.08
4925,0.41,Good,H,SI1,64.3,54.0,748,4.72,4.68,3.02
4926,0.59,Very Good,G,VS1,62.0,56.0,1878,5.35,5.39,3.33
4927,1.22,Ideal,H,SI2,61.0,57.0,5099,6.89,6.95,4.22
4928,0.54,Very Good,F,VS1,60.0,61.0,1657,5.31,5.26,3.17
4929,0.81,Ideal,E,SI2,61.0,56.0,3015,5.99,6.05,3.67
4930,2.51,Premium,H,SI2,59.3,61.0,14543,8.81,8.77,5.21
4931,0.28,Ideal,I,VS1,62.5,54.0,448,4.18,4.23,2.63
4932,2.22,Ideal,G,SI2,60.9,57.0,15584,8.47,8.42,5.14
4933,0.38,Very Good,F,VVS2,61.9,59.7,1060,4.64,4.65,2.87
4934,0.31,Ideal,G,VS1,61.4,56.0,802,4.37,4.36,2.68
4935,0.43,Ideal,F,VVS1,62.0,57.0,1358,4.81,4.84,2.99
4936,0.36,Ideal,F,SI1,61.5,56.0,770,4.62,4.59,2.83
4937,0.32,Good,D,SI2,63.4,56.0,477,4.36,4.38,2.77
4938,0.4,Very Good,F,VS1,63.4,54.0,909,4.68,4.72,2.98
4939,1.02,Very Good,E,SI2,59.6,59.0,4398,6.54,6.59,3.91
4940,0.6,Ideal,E,SI1,61.5,56.0,1738,5.39,5.51,3.35
4941,0.25,Ideal,G,VVS2,61.5,56.0,525,4.06,4.08,2.5
4942,0.31,Good,I,SI1,63.3,53.0,408,4.3,4.32,2.73
4943,0.33,Ideal,H,VVS2,62.2,54.0,854,4.46,4.44,2.77
4944,0.33,Ideal,D,VS2,60.7,57.0,1002,4.5,4.46,2.72
4945,0.9,Good,G,VS2,62.9,62.0,3918,6.02,6.06,3.8
4946,0.9,Ideal,I,VS2,62.6,54.3,3820,6.14,6.17,3.86
4947,0.4,Premium,D,SI1,61.4,56.0,990,4.83,4.72,2.93
4948,0.33,Ideal,G,VVS1,62.3,55.0,1114,4.46,4.43,2.77
4949,1.5,Ideal,F,VS2,60.2,55.0,14281,7.45,7.51,4.5
4950,1.0,Good,D,VVS2,60.2,62.0,8374,6.42,6.46,3.88
4951,0.83,Very Good,F,SI2,61.9,56.0,2939,5.99,6.02,3.72
4952,0.41,Premium,E,SI2,60.0,59.0,683,4.78,4.82,2.88
4953,0.47,Ideal,H,VS2,62.7,55.0,1058,5.08,4.95,3.15
4954,1.32,Premium,E,I1,62.2,58.0,5027,7.05,6.97,4.36
4955,0.93,Ideal,G,SI2,61.0,54.0,3114,6.35,6.32,3.87
4956,0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74
4957,2.31,Very Good,J,VS2,59.7,60.0,14830,8.53,8.59,5.11
4958,0.8,Ideal,E,VS2,62.2,55.0,4126,5.95,5.98,3.71
4959,0.35,Premium,D,SI1,60.2,57.0,827,4.61,4.56,2.76
4960,0.71,Ideal,G,SI1,62.2,56.0,2386,5.75,5.69,3.56
4961,0.5,Very Good,E,SI2,61.3,56.0,1154,5.08,5.13,3.13
4962,0.31,Good,D,SI1,63.5,58.0,571,4.27,4.3,2.72
4963,0.7,Very Good,G,VS2,63.1,58.0,2479,5.65,5.61,3.55
4964,0.37,Premium,F,SI2,60.2,60.0,624,4.7,4.6,2.8
4965,0.51,Good,D,SI1,63.3,57.0,1423,5.06,5.09,3.21
4966,0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79
4967,0.91,Good,D,SI2,63.3,62.0,3660,6.01,6.09,3.83
4968,0.3,Ideal,E,VVS1,61.6,56.0,838,4.3,4.34,2.66
4969,0.27,Very Good,F,VS2,61.8,57.0,518,4.14,4.18,2.57
4970,0.7,Fair,J,I1,64.7,59.0,1066,5.59,5.5,3.59
4971,0.7,Ideal,D,SI1,62.5,55.0,2726,5.68,5.72,3.56
4972,0.29,Very Good,G,VVS1,61.6,56.0,607,4.24,4.27,2.62
4973,0.42,Ideal,D,VS1,61.4,55.0,1075,4.9,4.8,2.98
4974,1.02,Ideal,G,SI1,60.6,59.0,5044,6.55,6.52,3.96
4975,2.01,Premium,H,SI2,62.3,58.0,15773,8.06,8.11,5.04
4976,1.17,Ideal,H,SI1,61.1,57.0,6368,6.77,6.83,4.16
4977,0.9,Good,E,VS2,63.7,58.0,3948,6.06,6.09,3.87
4978,1.11,Very Good,E,SI2,61.7,63.0,4177,6.65,6.54,4.07
4979,2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
4980,0.59,Very Good,G,VS2,62.8,56.0,1556,5.3,5.34,3.34
4981,2.0,Good,G,SI1,64.2,59.0,17902,7.93,7.84,5.06
4982,0.4,Premium,J,IF,62.2,61.0,1063,4.71,4.68,2.92
4983,1.0,Good,G,VS2,62.9,56.0,5544,6.33,6.39,4.0
4984,1.06,Ideal,F,I1,61.8,55.0,3544,6.55,6.58,4.06
4985,1.02,Ideal,G,VVS2,62.7,57.0,8401,6.41,6.45,4.03
4986,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56
4987,0.41,Ideal,E,SI2,59.8,55.0,876,4.93,4.81,2.91
4988,0.7,Very Good,F,SI1,63.2,57.0,2423,5.68,5.62,3.57
4989,1.6,Premium,F,SI2,61.8,57.0,6899,7.51,7.46,4.63
4990,1.13,Premium,H,SI1,62.6,60.0,4256,6.68,6.62,4.16
4991,0.3,Very Good,G,SI1,63.2,55.0,536,4.29,4.26,2.7
4992,0.4,Ideal,G,VS1,61.4,55.0,1087,4.77,4.78,2.93
4993,0.31,Premium,H,VS2,59.7,61.0,628,4.42,4.39,2.63
4994,2.01,Good,F,SI2,62.9,58.0,16013,7.89,8.01,5.0
4995,0.5,Very Good,G,VVS2,63.0,58.0,1791,4.98,5.02,3.15
4996,1.01,Very Good,G,VS2,61.5,56.0,5759,6.41,6.47,3.96
4997,0.3,Premium,E,VS2,62.3,58.0,658,4.28,4.32,2.68
4998,0.33,Ideal,G,IF,61.0,56.0,925,4.48,4.51,2.74
4999,1.0,Good,F,I1,63.9,59.0,2098,6.27,6.2,3.99
5000,0.71,Very Good,D,SI1,61.1,56.0,2724,5.74,5.78,3.52
5001,0.41,Ideal,F,VVS2,61.4,56.0,1192,4.81,4.76,2.94
5002,1.5,Good,H,SI2,58.4,62.0,7714,7.44,7.49,4.36
5003,0.46,Premium,E,VS1,62.0,58.0,1355,4.98,4.95,3.08
5004,1.5,Very Good,E,SI1,64.0,58.0,11194,7.21,7.23,4.62
5005,2.5,Ideal,J,SI2,63.8,53.0,15246,8.56,8.5,5.45
5006,0.3,Premium,H,VS1,62.2,60.0,526,4.23,4.29,2.65
5007,0.31,Ideal,F,IF,62.1,54.0,914,4.36,4.4,2.72
5008,0.58,Ideal,I,VS2,61.8,55.0,1626,5.36,5.38,3.32
5009,1.06,Ideal,E,IF,62.0,57.0,13344,6.49,6.54,4.04
5010,0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
5011,0.31,Very Good,F,VS2,61.5,56.0,625,4.34,4.41,2.69
5012,1.01,Good,F,SI2,63.7,60.0,3897,6.37,6.29,4.02
5013,0.35,Very Good,D,SI1,60.1,61.0,644,4.56,4.59,2.75
5014,0.74,Ideal,F,SI2,61.9,56.0,2623,5.81,5.85,3.61
5015,0.82,Ideal,F,VS2,61.5,57.0,3798,6.01,6.05,3.71
5016,0.43,Premium,G,VS2,61.3,58.0,1113,4.86,4.83,2.97
5017,1.01,Premium,E,SI1,62.8,58.0,5741,6.38,6.33,3.99
5018,1.11,Ideal,J,VS1,61.3,55.0,5012,6.65,6.75,4.11
5019,1.13,Very Good,E,SI1,62.7,57.0,4922,6.62,6.65,4.16
5020,1.5,Premium,F,SI1,61.9,60.0,10940,7.26,7.21,4.48
5021,0.32,Very Good,F,VVS1,61.5,56.0,886,4.38,4.4,2.7
5022,0.3,Premium,F,VS2,62.5,58.0,776,4.32,4.29,2.69
5023,1.03,Ideal,F,SI1,61.3,57.0,6044,6.47,6.53,3.98
5024,0.7,Premium,G,VS2,61.8,58.0,2479,5.66,5.64,3.49
5025,0.85,Premium,I,I1,59.6,58.0,1796,6.24,6.14,3.69
5026,1.34,Premium,H,SI1,62.4,57.0,6814,7.07,6.96,4.38
5027,1.03,Premium,G,VS1,62.2,59.0,6628,6.41,6.46,4.0
5028,0.72,Ideal,F,SI1,62.0,55.0,2737,5.76,5.78,3.58
5029,1.02,Ideal,E,SI2,62.7,57.0,4585,6.35,6.44,4.01
5030,0.79,Very Good,F,SI1,58.5,61.0,3073,6.03,6.08,3.54
5031,0.32,Ideal,F,VVS1,62.1,56.0,990,4.43,4.39,2.74
5032,0.32,Ideal,D,SI1,61.4,57.0,589,4.41,4.42,2.71
5033,0.28,Ideal,D,VS2,61.2,57.0,487,4.2,4.23,2.58
5034,1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0
5035,0.5,Good,F,VS2,61.3,61.0,1447,5.05,5.1,3.11
5036,2.01,Very Good,J,SI1,59.3,62.0,12257,8.15,8.2,4.85
5037,0.3,Good,H,VVS1,63.3,60.0,684,4.22,4.25,2.68
5038,0.53,Very Good,D,VVS1,61.2,55.0,3307,5.21,5.26,3.21
5039,1.22,Very Good,E,SI2,63.3,56.0,5739,6.78,6.75,4.28
5040,1.32,Ideal,G,VS1,62.4,53.0,10631,7.03,7.08,4.4
5041,0.52,Ideal,I,SI1,61.8,55.0,1074,5.16,5.19,3.2
5042,0.31,Ideal,I,VVS1,62.2,53.0,557,4.36,4.38,2.72
5043,1.05,Premium,E,SI2,60.9,61.0,3951,6.61,6.55,4.01
5044,0.53,Premium,I,VS2,58.5,60.0,1209,5.37,5.33,3.13
5045,1.02,Good,F,SI1,63.3,58.0,4948,6.35,6.39,4.03
5046,0.53,Premium,G,SI1,61.3,58.0,1268,5.16,5.21,3.18
5047,0.6,Ideal,F,SI1,61.5,55.0,1580,5.49,5.44,3.36
5048,1.52,Premium,J,VVS2,58.3,62.0,8427,7.61,7.49,4.4
5049,1.21,Very Good,H,VS1,63.4,55.0,6973,6.76,6.81,4.3
5050,0.31,Premium,G,VVS1,62.5,57.0,1046,4.4,4.3,2.72
5051,0.88,Good,J,VS1,64.0,56.0,1964,5.98,5.9,3.8
5052,0.7,Ideal,H,SI1,61.4,57.0,2383,5.73,5.7,3.51
5053,1.08,Premium,H,VS2,62.9,55.0,5775,6.59,6.54,4.13
5054,0.72,Ideal,E,VS2,62.7,55.0,2691,5.76,5.73,3.6
5055,0.53,Good,E,SI1,57.8,57.0,1328,5.33,5.29,3.07
5056,0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13
5057,0.3,Premium,H,VVS1,62.7,59.0,878,4.32,4.29,2.7
5058,0.38,Very Good,E,VVS1,60.0,59.0,1053,4.66,4.68,2.8
5059,1.04,Ideal,G,VS2,60.8,57.0,6529,6.55,6.57,3.99
5060,0.73,Good,E,VS1,60.8,61.0,3471,5.77,5.8,3.52
5061,2.01,Premium,I,VS2,60.3,58.0,17826,8.22,8.16,4.94
5062,0.35,Ideal,F,VS2,62.2,55.0,706,4.48,4.53,2.8
5063,1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
5064,1.74,Premium,H,SI2,62.1,59.0,10270,7.78,7.65,4.79
5065,0.7,Very Good,H,IF,62.8,56.0,2882,5.62,5.65,3.54
5066,0.32,Very Good,H,VVS2,62.4,56.0,596,4.35,4.37,2.72
5067,0.9,Very Good,D,SI2,59.5,58.0,3989,6.28,6.33,3.75
5068,0.58,Very Good,G,VVS2,62.1,58.0,1872,5.35,5.4,3.34
5069,0.5,Premium,G,SI1,62.6,56.0,1286,5.1,5.06,3.18
5070,1.32,Ideal,I,VS2,61.7,59.0,7059,7.03,7.06,4.35
5071,1.14,Ideal,H,VS2,62.0,55.0,7059,6.71,6.72,4.16
5072,1.21,Ideal,I,SI2,64.6,56.0,4879,6.67,6.62,4.29
5073,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04
5074,0.3,Ideal,H,VS1,62.2,57.0,675,4.3,4.28,2.67
5075,1.6,Ideal,F,SI2,61.7,56.0,10472,7.5,7.53,4.64
5076,1.09,Ideal,G,SI1,62.2,56.0,4970,6.6,6.55,4.09
5077,0.41,Ideal,E,VS2,62.1,57.0,999,4.79,4.74,2.96
5078,1.01,Premium,G,IF,60.0,61.0,8120,6.45,6.41,3.86
5079,0.51,Good,D,SI2,63.8,56.0,1180,5.07,5.09,3.24
5080,2.04,Premium,J,VS1,62.6,58.0,14660,8.11,8.06,5.06
5081,1.11,Premium,F,SI1,60.1,61.0,5483,6.74,6.64,4.06
5082,0.31,Very Good,E,IF,60.6,60.0,944,4.4,4.44,2.68
5083,0.7,Premium,G,SI2,58.1,60.0,2056,5.81,5.79,3.37
5084,1.71,Very Good,I,SI2,62.7,58.0,8896,7.59,7.54,4.74
5085,0.4,Premium,E,VS1,61.8,55.0,1125,4.76,4.72,2.93
5086,1.51,Ideal,J,VS1,61.3,61.0,8298,7.34,7.4,4.52
5087,0.46,Ideal,E,VS1,60.3,56.0,1834,5.02,5.06,3.04
5088,0.56,Good,E,VS1,59.8,61.0,1951,5.35,5.36,3.2
