,carat,cut,color,clarity,depth,table,price,x,y,z
1333,0.31,Good,D,SI1,63.4,55.0,,4.28,4.3,2.72
1334,0.42,Ideal,D,VVS2,62.1,55.0,,4.81,4.78,2.98
1335,0.55,Very Good,F,VVS2,62.4,59.0,,5.2,5.22,3.25
1336,0.63,Ideal,G,SI1,62.0,55.0,,5.49,5.54,3.42
1337,1.51,Premium,E,SI1,62.9,62.0,,7.31,7.21,4.57
1338,1.14,Ideal,E,VVS2,61.6,57.0,,6.68,6.73,4.13
1339,1.01,Ideal,F,VVS2,61.0,57.0,,6.46,6.52,3.96
1340,0.43,Very Good,H,VVS1,60.2,55.0,,4.92,4.95,2.97
1341,0.43,Ideal,E,VS1,61.2,56.0,,4.89,4.94,3.01
1342,0.3,Premium,I,VVS1,62.5,60.0,,4.27,4.24,2.66
1343,0.73,Premium,E,VS1,61.2,58.0,,5.83,5.77,3.55
1344,0.39,Premium,E,VS2,60.1,61.0,,4.76,4.72,2.85
1345,0.31,Very Good,G,VS1,63.2,57.0,,4.33,4.28,2.72
1346,0.63,Premium,F,VS2,61.5,59.0,,5.53,5.5,3.39
1347,0.37,Premium,F,VS1,62.7,51.0,,4.65,4.57,2.89
1348,0.92,Good,G,VVS2,58.8,57.0,,6.32,6.37,3.73
1349,0.37,Ideal,F,VS1,61.1,57.0,,4.61,4.65,2.83
1350,0.32,Ideal,I,VS2,61.6,56.0,,4.39,4.37,2.7
1351,0.52,Ideal,G,VVS2,61.5,56.0,,5.2,5.18,3.19
1352,1.1,Good,I,SI1,57.7,60.0,,6.82,6.77,3.92
1353,0.51,Ideal,D,VS2,61.1,56.0,,5.16,5.2,3.17
1354,0.78,Ideal,G,SI1,60.6,57.0,,5.95,5.97,3.61
1355,2.26,Very Good,H,SI2,63.2,58.0,,8.38,8.26,5.26
1356,1.02,Premium,J,VS2,61.6,58.0,,6.4,6.35,3.93
1357,1.23,Ideal,G,VS2,62.4,57.0,,6.83,6.88,4.28
1358,1.16,Very Good,E,SI2,62.4,55.0,,6.69,6.77,4.2
1359,1.81,Premium,H,SI2,62.0,60.0,,7.79,7.75,4.82
1360,0.25,Very Good,I,VVS2,62.1,56.0,,4.03,4.05,2.51
1361,0.3,Very Good,F,VS1,59.8,60.0,,4.39,4.31,2.6
1362,0.36,Premium,D,SI1,61.4,58.0,,4.59,4.56,2.81
1363,0.7,Premium,G,VVS2,60.6,60.0,,5.77,5.69,3.47
1364,1.02,Ideal,F,VS1,60.7,56.0,,6.53,6.61,3.99
1365,1.07,Premium,E,SI2,60.5,59.0,,6.59,6.67,4.01
1366,0.7,Ideal,H,SI2,61.6,54.0,,5.71,5.75,3.53
1367,0.33,Ideal,E,VS2,62.1,57.0,,4.44,4.41,2.75
1368,0.84,Ideal,J,VS1,62.0,55.0,,6.07,6.06,3.76
1369,2.68,Premium,G,I1,58.6,60.0,,9.11,9.07,5.33
1370,1.03,Premium,F,VS2,62.6,58.0,,6.45,6.4,4.02
1371,0.7,Premium,H,VVS2,61.0,62.0,,5.72,5.66,3.47
1372,0.31,Ideal,E,VVS1,61.5,56.0,,4.36,4.39,2.69
1373,0.31,Fair,E,VS2,54.2,63.0,,4.61,4.51,2.47
1374,0.71,Ideal,H,SI1,62.3,54.0,,5.74,5.76,3.58
1375,0.74,Very Good,E,SI2,59.1,60.0,,5.88,5.93,3.49
1376,0.38,Ideal,E,SI1,59.4,61.0,,4.72,4.74,2.81
1377,0.31,Ideal,I,VS2,62.3,53.8,,4.32,4.36,2.7
1378,2.01,Very Good,H,SI2,63.4,60.0,,7.97,7.89,5.03
1379,0.35,Ideal,J,VS2,61.4,55.0,,4.55,4.57,2.8
1380,1.44,Good,G,VS1,63.6,58.0,,7.01,6.96,4.44
1381,0.39,Very Good,F,VS2,60.1,56.0,,4.77,4.82,2.88
1382,0.5,Ideal,E,VS2,62.7,55.0,,5.08,5.12,3.2
1383,1.3,Very Good,J,VS1,63.2,57.0,,6.91,6.86,4.35
1384,0.3,Very Good,G,VVS2,61.6,56.0,,4.27,4.3,2.64
1385,0.41,Ideal,E,SI2,61.9,57.0,,4.8,4.76,2.96
1386,0.54,Ideal,J,SI1,62.5,54.0,,5.22,5.25,3.27
1387,1.01,Very Good,F,SI2,62.8,58.0,,6.31,6.36,3.98
1388,1.02,Ideal,E,SI2,62.9,57.0,,6.44,6.38,4.03
1389,0.34,Premium,E,SI2,61.5,58.0,,4.49,4.52,2.77
1390,1.5,Premium,I,VS2,61.1,60.0,,7.33,7.36,4.49
1391,1.5,Premium,H,I1,62.9,60.0,,7.31,7.22,4.57
1392,0.51,Good,E,SI2,63.3,56.0,,5.08,5.12,3.23
1393,1.01,Premium,H,SI2,60.3,59.0,,6.51,6.45,3.91
1394,0.31,Ideal,E,VS1,60.2,56.0,,4.44,4.39,2.66
1395,0.3,Good,J,VS2,64.1,58.0,,4.26,4.23,2.72
1396,0.4,Ideal,E,VS2,61.9,54.0,,4.74,4.73,2.93
1397,0.38,Premium,F,SI1,62.7,58.0,,4.6,4.62,2.89
1398,0.57,Premium,F,SI1,61.1,60.0,,5.44,5.33,3.24
1399,0.31,Ideal,G,VS2,61.8,57.0,,4.36,4.34,2.69
1400,0.39,Ideal,H,SI1,61.9,55.7,,4.66,4.71,2.9
1401,0.31,Premium,I,SI1,62.3,58.0,,4.38,4.35,2.72
1402,0.38,Very Good,F,VS1,62.7,57.0,,4.71,4.64,2.93
1403,1.28,Very Good,F,VVS2,58.9,57.0,,7.13,7.17,4.21
1404,0.35,Ideal,E,SI1,62.3,56.0,,4.53,4.56,2.83
1405,1.11,Good,F,SI1,63.1,56.0,,6.59,6.63,4.17
1406,1.41,Very Good,H,SI1,62.9,57.0,,7.04,7.08,4.44
1407,0.71,Ideal,G,SI2,61.1,56.0,,5.75,5.77,3.52
1408,0.33,Premium,G,SI1,62.3,59.0,,4.39,4.44,2.75
1409,0.3,Premium,H,VVS1,61.3,61.0,,4.29,4.26,2.62
1410,0.77,Premium,J,VS1,62.2,61.0,,5.85,5.82,3.63
1411,0.54,Ideal,G,IF,61.5,56.0,,5.28,5.25,3.24
1412,0.33,Ideal,F,VVS2,62.2,56.0,,4.45,4.43,2.76
1413,0.3,Ideal,D,SI1,61.9,55.0,,4.32,4.34,2.68
1414,0.42,Premium,E,SI1,61.6,59.0,,4.83,4.85,2.98
1415,0.38,Ideal,F,VS1,62.4,54.0,,4.64,4.68,2.91
1416,1.01,Premium,G,VS2,58.1,59.0,,6.61,6.53,3.82
1417,0.32,Ideal,H,IF,61.6,54.0,,4.41,4.49,2.74
1418,1.0,Ideal,I,SI1,61.6,59.0,,6.34,6.42,3.93
1419,0.54,Ideal,D,SI2,61.3,57.0,,5.27,5.24,3.22
1420,0.31,Ideal,I,VS1,61.9,55.0,,4.35,4.38,2.7
1421,0.75,Ideal,J,SI2,60.8,57.0,,5.91,5.87,3.58
1422,0.54,Premium,J,VS2,62.6,58.0,,5.16,5.22,3.25
1423,0.4,Ideal,J,SI1,61.4,55.0,,4.75,4.8,2.93
1424,1.24,Premium,G,SI2,60.0,60.0,,6.94,6.88,4.15
1425,0.42,Premium,G,VVS1,59.3,59.0,,4.92,4.9,2.91
1426,0.7,Premium,D,SI2,60.8,61.0,,5.69,5.64,3.45
1427,0.7,Very Good,H,VVS1,60.5,60.0,,5.74,5.77,3.48
1428,0.38,Very Good,D,VVS2,60.0,62.0,,4.7,4.73,2.83
1429,0.91,Very Good,E,VS2,62.8,59.0,,6.15,6.17,3.87
1430,0.4,Very Good,G,SI1,61.1,61.0,,4.7,4.76,2.89
1431,0.3,Very Good,D,SI1,60.6,60.0,,4.3,4.32,2.61
1432,1.59,Premium,E,VS2,62.3,59.0,,7.43,7.38,4.61
1433,0.35,Very Good,D,VVS2,60.0,56.0,,4.61,4.63,2.77
1434,0.95,Ideal,E,VS1,61.5,57.0,,6.28,6.3,3.87
1435,0.43,Ideal,H,VVS1,61.5,56.0,,4.86,4.89,3.0
1436,1.21,Very Good,I,SI2,63.2,57.0,,6.7,6.66,4.22
1437,1.3,Premium,F,SI1,61.1,53.0,,7.17,7.04,4.34
1438,0.34,Very Good,F,IF,61.1,54.0,,4.54,4.56,2.78
1439,0.72,Good,G,SI1,64.0,59.0,,5.63,5.59,3.59
1440,0.38,Ideal,G,VVS1,61.6,57.0,,4.65,4.73,2.89
1441,0.32,Very Good,F,VS2,60.8,58.0,,4.41,4.44,2.69
1442,0.34,Ideal,D,VS2,60.8,57.0,,4.52,4.5,2.74
1443,1.06,Good,I,SI2,58.7,60.0,,6.65,6.71,3.92
1444,0.41,Premium,J,VVS1,62.2,59.0,,4.75,4.71,2.94
1445,0.4,Ideal,D,SI1,62.1,56.0,,4.74,4.7,2.93
1446,1.52,Premium,I,SI1,60.5,60.0,,7.48,7.4,4.5
1447,1.79,Very Good,F,VS2,62.8,59.0,,7.7,7.8,4.87
1448,1.12,Ideal,G,I1,60.3,57.0,,6.8,6.73,4.08
1449,0.8,Very Good,F,SI1,63.5,55.0,,5.86,5.89,3.73
1450,1.7,Very Good,I,SI1,61.8,58.0,,7.55,7.66,4.7
1451,0.9,Very Good,G,VVS2,63.0,58.0,,6.07,6.15,3.85
1452,0.71,Good,I,SI1,60.0,64.0,,5.79,5.71,3.45
1453,0.32,Very Good,G,SI1,62.0,55.0,,4.41,4.43,2.74
1454,1.14,Premium,F,VVS1,60.8,58.0,,6.79,6.74,4.11
1455,1.71,Very Good,G,VS1,61.3,54.0,,7.69,7.74,4.73
1456,0.33,Premium,G,VS1,61.4,59.0,,4.49,4.43,2.74
1457,0.3,Fair,E,SI1,64.5,49.0,,4.28,4.25,2.75
1458,0.24,Ideal,F,VVS1,60.8,55.0,,4.03,4.06,2.46
1459,1.31,Good,G,SI2,63.8,56.0,,7.03,6.89,4.44
1460,0.36,Ideal,F,SI1,61.5,57.0,,4.55,4.59,2.81
1461,0.41,Very Good,H,SI2,61.5,59.0,,4.8,4.82,2.96
1462,0.41,Good,G,VVS1,61.0,61.0,,4.77,4.8,2.92
1463,1.06,Ideal,E,SI1,59.6,54.0,,6.64,6.62,3.95
1464,1.16,Ideal,G,SI1,60.9,57.0,,6.79,6.75,4.12
1465,0.32,Very Good,G,SI2,63.0,56.0,,4.32,4.35,2.73
1466,1.23,Ideal,I,SI1,62.1,58.0,,6.82,6.86,4.25
1467,0.33,Ideal,G,VS2,61.3,57.0,,4.45,4.49,2.74
1468,0.53,Premium,H,SI2,62.5,60.0,,5.16,5.18,3.23
1469,0.9,Fair,G,SI1,72.9,54.0,,5.74,5.67,4.16
1470,0.57,Ideal,F,VS1,61.7,55.0,,5.35,5.39,3.31
1471,0.32,Very Good,G,VS1,62.8,54.0,,4.38,4.41,2.76
1472,0.32,Ideal,G,VS2,61.5,57.0,,4.41,4.4,2.71
1473,1.5,Very Good,E,SI1,59.3,56.0,,7.43,7.51,4.43
1474,0.85,Ideal,J,VS2,61.7,55.0,,6.08,6.11,3.76
1475,0.3,Very Good,H,VS2,63.5,58.0,,4.27,4.24,2.7
1476,0.34,Ideal,G,VS2,62.2,53.0,,4.51,4.46,2.79
1477,1.03,Ideal,H,SI1,62.0,57.0,,6.53,6.47,4.03
1478,1.14,Premium,F,SI1,61.1,59.0,,6.7,6.75,4.11
1479,0.34,Very Good,F,SI2,60.0,62.0,,4.51,4.55,2.72
1480,0.37,Premium,F,SI1,60.3,58.0,,4.66,4.62,2.8
1481,1.23,Very Good,G,VVS1,61.2,55.8,,6.9,6.94,4.23
1482,0.6,Ideal,E,VVS2,61.9,54.9,,5.41,5.44,3.35
1483,0.71,Ideal,I,SI1,61.5,55.0,,5.76,5.79,3.55
1484,0.3,Premium,E,VS2,61.8,58.0,,4.28,4.26,2.64
1485,0.3,Ideal,I,VS2,62.3,56.0,,4.28,4.29,2.67
1486,1.01,Very Good,G,VS2,61.9,59.0,,6.34,6.38,3.94
1487,0.51,Very Good,E,SI1,62.5,57.0,,5.06,5.09,3.17
1488,1.45,Premium,D,SI1,62.2,58.0,,7.12,7.03,4.4
1489,0.32,Ideal,G,VVS1,61.2,56.0,,4.42,4.44,2.71
1490,0.32,Fair,F,VS2,59.6,60.0,,4.42,4.34,2.61
1491,0.72,Premium,E,SI2,62.6,59.0,,5.74,5.7,3.58
1492,1.09,Very Good,E,SI1,62.8,56.0,,6.53,6.6,4.12
1493,0.4,Very Good,E,VVS2,62.8,58.0,,4.68,4.71,2.95
1494,0.77,Very Good,E,VS2,60.4,58.0,,5.94,6.01,3.61
1495,0.26,Ideal,I,VS1,61.9,56.0,,4.08,4.16,2.55
1496,1.05,Ideal,I,VS2,62.2,55.8,,6.49,6.52,4.04
1497,0.32,Ideal,E,VS2,61.7,56.0,,4.39,4.43,2.72
1498,1.01,Good,F,SI2,63.1,58.0,,6.34,6.38,4.01
1499,1.17,Premium,F,I1,62.2,58.0,,6.76,6.72,4.19
1500,0.33,Premium,G,VS1,61.8,59.0,,4.39,4.45,2.73
1501,0.3,Premium,G,VVS1,62.6,58.0,,4.29,4.27,2.68
1502,0.51,Very Good,D,SI1,61.0,60.0,,5.15,5.18,3.15
1503,1.03,Very Good,D,SI1,62.6,58.0,,6.44,6.49,4.05
1504,1.05,Ideal,F,VVS2,61.9,57.0,,6.5,6.52,4.03
1505,0.48,Very Good,J,SI2,62.3,63.0,,5.02,4.96,3.11
1506,0.73,Ideal,E,SI1,59.1,59.0,,5.92,5.95,3.51
1507,0.4,Premium,G,VS2,61.9,58.0,,4.76,4.74,2.94
1508,0.59,Ideal,E,VS2,60.2,61.0,,5.43,5.47,3.28
1509,0.32,Premium,G,VS2,60.7,58.0,,4.38,4.42,2.67
1510,1.28,Premium,G,VVS2,62.1,58.0,,6.96,6.91,4.31
1511,0.79,Ideal,G,SI2,60.8,57.0,,5.99,5.96,3.63
1512,0.37,Ideal,G,VS2,61.6,55.0,,4.63,4.65,2.86
1513,0.52,Good,E,SI2,63.7,56.0,,5.15,5.12,3.27
1514,0.4,Good,D,SI2,63.1,56.0,,4.65,4.67,2.94
1515,0.3,Premium,H,VS2,62.5,59.0,,4.28,4.23,2.66
1516,0.25,Ideal,H,VS1,61.5,56.0,,4.05,4.08,2.5
1517,1.22,Very Good,E,VS2,59.5,60.0,,6.91,7.0,4.14
1518,0.25,Very Good,D,VVS2,62.0,61.0,,3.99,4.04,2.49
1519,1.61,Premium,H,SI1,61.4,58.0,,7.59,7.53,4.64
1520,1.02,Premium,G,VVS1,58.0,61.0,,6.67,6.58,3.84
1521,0.52,Very Good,E,VS1,58.9,64.0,,5.23,5.3,3.1
1522,0.43,Ideal,G,VS2,62.4,56.0,,4.87,4.84,3.02
1523,1.5,Premium,E,SI2,58.0,60.0,,7.52,7.47,4.35
1524,0.35,Premium,H,VVS2,62.5,58.0,,4.51,4.48,2.81
1525,0.42,Premium,G,VVS1,62.7,58.0,,4.74,4.79,2.99
1526,0.56,Fair,F,SI1,61.6,61.0,,5.38,5.21,3.26
1527,0.77,Premium,D,VS1,59.4,59.0,,5.96,6.0,3.55
1528,0.31,Very Good,D,SI1,63.5,55.0,,4.3,4.27,2.72
1529,0.92,Premium,F,SI1,62.0,60.0,,6.26,6.19,3.86
1530,1.23,Premium,I,SI1,62.5,59.0,,6.8,6.84,4.26
1531,0.57,Very Good,G,SI1,61.9,59.0,,5.28,5.31,3.28
1532,0.32,Premium,H,VS2,61.7,59.0,,4.4,4.35,2.7
1533,1.09,Ideal,E,SI1,61.8,55.0,,6.65,6.58,4.09
1534,0.61,Ideal,G,IF,62.3,56.0,,5.43,5.45,3.39
1535,1.22,Premium,H,SI2,60.2,56.0,,6.96,6.93,4.18
1536,1.51,Good,D,SI1,64.1,62.0,,7.21,7.15,4.6
1537,1.43,Fair,E,SI2,66.0,57.0,,7.02,7.0,4.63
1538,1.1,Ideal,G,VS1,61.3,57.0,,6.66,6.59,4.06
1539,0.3,Ideal,F,IF,60.8,57.0,,4.34,4.38,2.65
1540,1.26,Ideal,H,SI1,61.0,56.0,,7.0,7.04,4.28
1541,0.36,Premium,G,IF,62.5,60.0,,4.53,4.49,2.82
1542,0.42,Ideal,D,VVS1,61.6,56.0,,4.79,4.82,2.96
1543,2.0,Very Good,I,VS2,60.4,60.0,,8.14,8.19,4.93
1544,0.56,Ideal,D,SI1,62.5,56.0,,5.28,5.24,3.29
1545,1.06,Premium,D,SI2,59.8,61.0,,6.63,6.58,3.95
1546,0.5,Premium,D,VS2,61.1,58.0,,5.18,5.09,3.14
1547,0.65,Premium,G,SI1,61.9,58.0,,5.54,5.51,3.42
1548,0.5,Premium,E,SI2,61.8,59.0,,5.07,5.03,3.12
1549,1.41,Good,G,SI1,63.7,57.0,,7.13,7.03,4.51
1550,0.4,Ideal,F,VS2,62.3,54.0,,4.74,4.77,2.96
1551,0.51,Ideal,E,VVS1,61.3,56.0,,5.21,5.13,3.17
1552,0.42,Ideal,D,VVS2,62.0,55.0,,4.81,4.84,2.99
1553,0.3,Ideal,F,VS1,61.8,53.0,,4.32,4.36,2.68
1554,2.03,Ideal,G,SI1,60.3,56.0,,8.27,8.21,4.97
1555,0.26,Ideal,H,VVS2,62.5,54.0,,4.11,4.14,2.58
1556,1.0,Premium,D,SI2,60.3,58.0,,6.48,6.45,3.9
1557,0.26,Very Good,F,VVS1,60.8,58.0,,4.11,4.18,2.52
1558,1.53,Ideal,H,VVS2,62.2,57.0,,7.32,7.37,4.57
1559,0.3,Ideal,E,IF,61.1,57.0,,4.31,4.33,2.64
1560,0.56,Premium,G,VS1,61.2,60.0,,5.26,5.3,3.23
1561,0.56,Ideal,J,VS2,61.4,56.0,,5.32,5.34,3.27
1562,0.84,Ideal,D,VVS1,62.0,54.0,,6.04,6.08,3.76
1563,0.3,Good,H,VVS2,63.6,56.0,,4.29,4.26,2.72
1564,0.73,Ideal,F,VVS1,61.9,56.0,,5.83,5.76,3.59
1565,0.5,Very Good,F,SI1,62.7,59.0,,5.04,5.07,3.17
1566,2.01,Premium,H,SI2,62.2,61.0,,8.08,8.04,5.01
1567,1.01,Good,D,SI1,58.3,59.0,,6.59,6.61,3.85
1568,0.51,Very Good,E,VS1,61.8,54.7,,5.12,5.15,31.8
1569,1.26,Ideal,G,VS1,61.6,56.0,,7.03,6.96,4.31
1570,0.31,Ideal,D,VS2,62.2,56.0,,4.32,4.33,2.69
1571,0.59,Ideal,I,VVS1,62.2,55.0,,5.38,5.39,3.35
1572,1.01,Premium,F,SI2,59.6,59.0,,6.59,6.52,3.91
1573,0.32,Ideal,H,VVS1,60.4,57.0,,4.46,4.42,2.68
1574,1.5,Good,E,VS2,63.9,58.0,,7.24,7.2,4.61
1575,2.02,Ideal,F,SI2,62.2,57.0,,8.07,8.03,5.01
1576,0.73,Ideal,E,VS2,62.4,57.0,,5.75,5.79,3.6
1577,0.71,Good,I,SI1,63.6,63.0,,5.61,5.64,3.58
1578,0.59,Ideal,D,SI1,61.0,57.0,,5.46,5.43,3.32
1579,1.13,Ideal,I,VS1,61.8,57.0,,6.66,6.7,4.13
1580,1.73,Very Good,I,SI1,60.9,59.0,,7.71,7.68,4.69
1581,2.03,Fair,G,SI2,64.9,59.0,,7.85,7.99,5.14
1582,0.32,Ideal,H,VVS2,61.9,55.0,,4.39,4.37,2.71
1583,1.01,Good,J,SI1,62.8,58.0,,6.28,6.33,3.96
1584,0.41,Ideal,G,IF,62.1,57.0,,4.77,4.76,2.96
1585,1.27,Very Good,G,VS2,60.3,59.0,,6.97,7.09,4.24
1586,1.04,Very Good,E,SI2,60.9,59.0,,6.58,6.62,4.02
1587,0.38,Premium,E,VS1,60.7,59.0,,4.7,4.65,2.84
1588,0.71,Ideal,F,SI2,62.2,56.0,,5.71,5.74,3.56
1589,1.02,Ideal,G,VS1,61.1,56.0,,6.51,6.54,3.99
1590,1.01,Premium,F,SI2,61.1,57.0,,6.48,6.44,3.95
1591,0.8,Fair,E,I1,65.5,54.0,,5.84,5.68,3.78
1592,1.08,Premium,G,SI2,62.9,59.0,,6.57,6.53,4.12
1593,0.56,Premium,D,SI1,60.8,60.0,,5.31,5.29,3.22
1594,1.09,Very Good,I,VS2,62.6,57.0,,6.55,6.62,4.12
1595,1.5,Premium,F,VS2,60.8,58.0,,7.44,7.29,4.48
1596,0.52,Ideal,G,VVS2,62.4,55.0,,5.19,5.17,3.23
1597,0.32,Ideal,G,VVS2,62.4,56.0,,4.4,4.42,2.75
1598,0.9,Good,H,VS1,64.0,59.0,,6.05,6.01,3.86
1599,1.5,Very Good,H,SI1,61.4,57.0,,7.27,7.33,4.48
1600,1.23,Ideal,I,VVS1,62.1,57.0,,6.9,6.83,4.26
1601,0.41,Good,E,VS1,62.8,58.0,,4.67,4.7,2.94
1602,0.74,Good,H,VS2,63.0,57.0,,5.72,5.77,3.62
1603,1.75,Premium,J,VS1,62.2,59.0,,7.7,7.74,4.8
1604,1.07,Very Good,H,VVS2,61.3,56.0,,6.54,6.59,4.03
1605,1.02,Ideal,I,SI2,62.8,58.0,,6.37,6.41,4.01
1606,0.77,Very Good,H,SI1,61.7,56.0,,5.84,5.89,3.62
1607,0.51,Ideal,D,SI2,59.8,55.0,,5.23,5.17,3.11
1608,0.27,Very Good,F,VS2,63.3,58.0,,4.08,4.1,2.59
1609,0.65,Very Good,D,VS1,60.8,57.2,,5.55,5.63,3.4
1610,1.14,Ideal,G,IF,59.0,59.0,,6.81,6.91,4.05
1611,2.51,Premium,J,SI1,59.6,60.0,,8.84,8.79,5.25
1612,1.52,Premium,D,SI2,59.8,60.0,,7.5,7.42,4.46
1613,1.04,Ideal,F,SI2,62.0,54.0,,6.49,6.51,4.03
1614,0.51,Ideal,G,VVS1,62.8,53.0,,5.09,5.14,3.21
1615,0.9,Good,F,SI1,63.9,59.0,,6.09,6.06,3.88
1616,1.5,Ideal,G,VVS2,61.3,56.0,,7.39,7.43,4.55
1617,0.32,Premium,G,VS2,62.0,59.0,,4.41,4.37,2.72
1618,0.53,Ideal,D,SI2,61.9,55.0,,5.19,5.24,3.23
1619,1.5,Ideal,H,SI2,62.4,57.0,,7.29,7.33,4.56
1620,1.7,Very Good,J,VS2,63.2,58.0,,7.56,7.5,4.76
1621,0.48,Good,G,VS2,65.4,59.0,,4.79,4.88,3.16
1622,0.5,Ideal,F,VS2,62.7,57.0,,5.08,5.1,3.19
1623,0.46,Very Good,E,VS1,60.3,59.2,,4.96,5.02,3.01
1624,0.55,Ideal,J,SI1,61.2,55.0,,5.29,5.3,3.24
1625,0.71,Ideal,D,VS2,62.7,57.0,,5.7,5.75,3.59
1626,1.04,Ideal,F,SI1,61.3,56.0,,6.55,6.5,4.0
1627,0.3,Very Good,G,IF,62.8,57.0,,4.27,4.3,2.69
1628,1.23,Ideal,F,SI2,62.8,57.0,,6.74,6.86,4.27
1629,1.0,Good,J,SI1,59.5,61.0,,6.46,6.52,3.86
1630,0.9,Good,F,SI2,58.0,57.0,,6.34,6.41,3.7
1631,0.9,Premium,E,SI2,60.7,61.0,,6.22,6.16,3.76
1632,0.7,Ideal,F,VS2,61.0,55.0,,5.74,5.79,3.52
1633,1.05,Very Good,H,SI2,63.0,59.0,,6.44,6.48,4.07
1634,1.34,Ideal,J,VS1,62.0,57.0,,7.04,7.12,4.39
1635,0.46,Ideal,I,VS2,62.3,59.0,,4.95,4.91,3.07
1636,1.06,Ideal,E,VVS2,61.0,57.0,,6.63,6.54,4.02
1637,0.52,Ideal,D,VVS2,62.4,56.0,,5.15,5.17,3.22
1638,0.5,Ideal,G,VVS2,61.2,56.0,,5.1,5.13,3.13
1639,1.13,Ideal,H,SI1,62.0,57.0,,6.73,6.66,4.15
1640,0.51,Very Good,G,IF,59.3,57.0,,5.25,5.31,3.13
1641,0.4,Premium,E,VS1,61.2,59.0,,4.72,4.76,2.9
1642,0.5,Ideal,E,VS1,62.2,56.0,,5.1,5.13,3.18
1643,2.54,Ideal,I,SI2,61.4,54.0,,8.83,8.78,5.41
1644,1.2,Premium,F,VS1,61.8,59.0,,6.79,6.76,4.19
1645,0.83,Ideal,E,SI1,62.7,57.0,,5.96,6.01,3.75
1646,0.27,Premium,F,IF,61.7,57.0,,4.21,4.12,2.57
1647,1.51,Very Good,E,VS2,60.8,60.0,,7.3,7.36,4.46
1648,0.9,Very Good,F,SI2,61.8,60.0,,6.13,6.14,3.79
1649,0.58,Premium,E,VS2,61.5,58.0,,5.41,5.38,3.32
1650,1.16,Very Good,H,SI2,61.8,58.0,,6.75,6.81,4.19
1651,0.52,Very Good,F,SI2,57.9,61.0,,5.28,5.33,3.07
1652,0.42,Premium,D,SI1,62.8,58.0,,4.79,4.76,3.0
1653,1.01,Premium,H,SI2,61.6,60.0,,6.22,6.18,3.82
1654,1.55,Premium,J,SI2,62.6,57.0,,7.37,7.32,4.6
1655,1.25,Ideal,H,SI2,61.2,57.0,,6.89,6.93,4.23
1656,0.42,Ideal,G,VS1,61.9,56.0,,4.82,4.77,2.97
1657,1.03,Ideal,D,SI2,61.8,56.0,,6.46,6.51,4.01
1658,1.0,Premium,G,VS1,62.4,59.0,,6.35,6.4,3.98
1659,0.78,Ideal,D,SI1,61.1,57.0,,5.95,5.97,3.64
1660,0.56,Ideal,D,SI1,62.5,56.0,,5.24,5.26,3.28
1661,0.23,Very Good,D,VS2,62.7,58.0,,3.86,3.89,2.43
1662,1.14,Premium,H,SI2,62.2,61.0,,6.72,6.64,4.16
1663,0.61,Premium,F,VVS1,61.8,59.0,,5.48,5.4,3.36
1664,0.56,Premium,I,VVS1,60.6,59.0,,5.33,5.29,3.22
1665,0.75,Premium,D,SI1,59.2,58.0,,5.96,5.93,3.52
1666,0.34,Premium,E,VVS1,61.7,58.0,,4.48,4.43,2.75
1667,1.1,Very Good,H,SI1,63.5,55.0,,6.55,6.49,4.14
1668,0.57,Premium,D,SI1,62.6,56.0,,5.4,5.34,3.36
1669,0.41,Ideal,D,SI1,60.5,57.0,,4.81,4.85,2.92
1670,1.02,Very Good,H,SI1,64.4,59.0,,6.24,6.36,4.06
1671,1.07,Premium,H,VS2,62.1,59.0,,6.52,6.56,4.06
1672,0.71,Very Good,I,VS1,63.3,56.0,,5.69,5.65,3.59
1673,1.0,Premium,H,VS2,61.3,61.0,,6.44,6.38,3.93
1674,0.56,Ideal,H,VS2,61.7,54.0,,5.31,5.33,3.28
1675,0.71,Ideal,E,VS1,61.9,56.0,,5.7,5.73,3.54
1676,0.52,Ideal,G,SI2,61.5,56.0,,5.15,5.19,3.18
1677,0.9,Premium,D,SI1,62.7,58.0,,6.15,6.09,3.84
1678,0.3,Very Good,G,VVS1,63.1,56.0,,4.28,4.25,2.69
1679,0.56,Ideal,H,SI1,61.7,56.0,,5.26,5.3,3.26
1680,1.5,Premium,D,SI2,59.6,59.0,,7.54,7.46,4.47
1681,0.52,Ideal,D,VVS2,61.5,55.0,,5.19,5.22,3.2
1682,1.25,Premium,H,SI1,62.2,57.0,,6.91,6.85,4.28
1683,0.37,Very Good,E,VS1,63.5,59.0,,4.55,4.59,2.9
1684,0.58,Ideal,E,SI2,62.7,56.0,,5.29,5.34,3.33
1685,0.7,Good,F,SI1,57.9,63.0,,5.8,5.84,3.37
1686,1.5,Very Good,E,SI1,61.4,59.0,,7.24,7.41,4.5
1687,0.3,Ideal,G,VS2,61.9,57.0,,4.26,4.3,2.65
1688,1.05,Good,E,SI1,64.2,61.0,,6.41,6.33,4.09
1689,0.72,Premium,D,VS1,62.7,56.0,,5.76,5.69,3.59
1690,0.53,Premium,E,VS2,59.8,58.0,,5.26,5.27,3.15
1691,0.7,Fair,G,SI1,68.4,58.0,,5.59,5.55,3.61
1692,0.41,Premium,D,SI2,62.3,58.0,,4.77,4.73,2.96
1693,0.51,Ideal,G,VS1,61.0,55.0,,5.11,5.21,3.15
